"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
3077.00,"020023","Other weather phenomena","1","Dust/sand whirl",,,,"Operational"
3078.00,"020023","Other weather phenomena","2","Squalls",,,,"Operational"
3079.00,"020023","Other weather phenomena","3","Sandstorm",,,,"Operational"
3080.00,"020023","Other weather phenomena","4","Duststorm",,,,"Operational"
3081.00,"020023","Other weather phenomena","5","Lightning - cloud to surface",,,,"Operational"
3082.00,"020023","Other weather phenomena","6","Lightning - cloud to cloud",,,,"Operational"
3083.00,"020023","Other weather phenomena","7","Lightning - distant",,,,"Operational"
3084.00,"020023","Other weather phenomena","8","Thunderstorm",,,,"Operational"
3085.00,"020023","Other weather phenomena","9","Funnel cloud not touching surface",,,,"Operational"
3086.00,"020023","Other weather phenomena","10","Funnel cloud touching surface",,,,"Operational"
3087.00,"020023","Other weather phenomena","11","Spray",,,,"Operational"
3088.00,"020023","Other weather phenomena","12","Waterspout",,,,"Operational"
3089.00,"020023","Other weather phenomena","13","Wind shear",,,,"Operational"
3090.00,"020023","Other weather phenomena","14","Dust devils",,,,"Operational"
3091.00,"020023","Other weather phenomena","15-17","Reserved",,,,"Operational"
3092.00,"020023","Other weather phenomena","All 18","Missing value",,,,"Operational"
3093.00,"020024","Intensity of phenomena","0","No phenomena",,,,"Operational"
3094.00,"020024","Intensity of phenomena","1","Light",,,,"Operational"
3095.00,"020024","Intensity of phenomena","2","Moderate",,,,"Operational"
3096.00,"020024","Intensity of phenomena","3","Heavy",,,,"Operational"
3097.00,"020024","Intensity of phenomena","4","Violent",,,,"Operational"
3098.00,"020024","Intensity of phenomena","5","Severe",,,,"Operational"
3099.00,"020024","Intensity of phenomena","6","Very severe",,,,"Operational"
3100.00,"020024","Intensity of phenomena","7","Missing value",,,,"Operational"
3101.00,"020025","Obscuration","1","Fog",,,,"Operational"
3102.00,"020025","Obscuration","2","Ice fog",,,,"Operational"
3103.00,"020025","Obscuration","3","Steam fog",,,,"Operational"
3104.00,"020025","Obscuration","4-6","Reserved",,,,"Operational"
3105.00,"020025","Obscuration","7","Mist",,,,"Operational"
3106.00,"020025","Obscuration","8","Haze",,,,"Operational"
3107.00,"020025","Obscuration","9","Smoke",,,,"Operational"
3108.00,"020025","Obscuration","10","Volcanic ash",,,,"Operational"
3109.00,"020025","Obscuration","11","Dust",,,,"Operational"
3110.00,"020025","Obscuration","12","Sand",,,,"Operational"
3111.00,"020025","Obscuration","13","Snow",,,,"Operational"
3112.00,"020025","Obscuration","14","Cloud",,,,"Operational"
3113.00,"020025","Obscuration","15","Precipitation",,,,"Operational"
3114.00,"020025","Obscuration","16","Impossible to determine whether snow is falling or not",,,,"Operational"
3115.00,"020025","Obscuration","17-20","Reserved",,,,"Operational"
3116.00,"020025","Obscuration","All 21","Missing value",,,,"Operational"
3117.00,"020026","Character of obscuration","0","No change",,,,"Operational"
3118.00,"020026","Character of obscuration","1","Shallow",,,,"Operational"
3119.00,"020026","Character of obscuration","2","Patches",,,,"Operational"
3120.00,"020026","Character of obscuration","3","Partial",,,,"Operational"
3121.00,"020026","Character of obscuration","4","Freezing",,,,"Operational"
3122.00,"020026","Character of obscuration","5","Low drifting",,,,"Operational"
3123.00,"020026","Character of obscuration","6","Blowing",,,,"Operational"
3124.00,"020026","Character of obscuration","7","Increasing",,,,"Operational"
3125.00,"020026","Character of obscuration","8","Decreasing",,,,"Operational"
3126.00,"020026","Character of obscuration","9","In suspension in the air",,,,"Operational"
3127.00,"020026","Character of obscuration","10","Wall",,,,"Operational"
3128.00,"020026","Character of obscuration","11","Dense",,,,"Operational"
3129.00,"020026","Character of obscuration","12","Whiteout",,,,"Operational"
3130.00,"020026","Character of obscuration","13","Drifting and blowing",,,,"Operational"
3131.00,"020026","Character of obscuration","14","Reserved",,,,"Operational"
3132.00,"020026","Character of obscuration","15","Missing value",,,,"Operational"
3133.00,"020027","Phenomena occurrence","1","At time of observation",,,,"Operational"
3134.00,"020027","Phenomena occurrence","2","In past hour",,,,"Operational"
3135.00,"020027","Phenomena occurrence","3","In time period for past weather W1W2",,,,"Operational"
3136.00,"020027","Phenomena occurrence","4","In time period specified",,,,"Operational"
3137.00,"020027","Phenomena occurrence","5","Reserved",,,,"Operational"
3138.00,"020027","Phenomena occurrence","6","Below station level",,,,"Operational"
3139.00,"020027","Phenomena occurrence","7","At the station",,,"(see Note 1)","Operational"
3140.00,"020027","Phenomena occurrence","8","In the vicinity",,,"(see Note 2)","Operational"
3141.00,"020027","Phenomena occurrence","All 9","Missing value",,,,"Operational"
3142.00,"020028","Expected change in intensity","0","No change (NC)",,,,"Operational"
3143.00,"020028","Expected change in intensity","1","Forecast to weaken (WKN)",,,,"Operational"
3144.00,"020028","Expected change in intensity","2","Forecast to intensify (INTSF)",,,,"Operational"
3145.00,"020028","Expected change in intensity","3-6","Reserved",,,,"Operational"
3146.00,"020028","Expected change in intensity","7","Missing value",,,,"Operational"
3147.00,"020029","Rain flag","0","No rain",,,,"Operational"
3148.00,"020029","Rain flag","1","Rain",,,,"Operational"
3149.00,"020029","Rain flag","2","Reserved",,,,"Operational"
3150.00,"020029","Rain flag","3","Missing value",,,,"Operational"
3151.00,"020032","Rate of ice accretion (estimated)","0","Ice not building up",,,,"Operational"
3152.00,"020032","Rate of ice accretion (estimated)","1","Ice building up slowly",,,,"Operational"
3153.00,"020032","Rate of ice accretion (estimated)","2","Ice building up rapidly",,,,"Operational"
3154.00,"020032","Rate of ice accretion (estimated)","3","Ice melting or breaking up slowly",,,,"Operational"
3155.00,"020032","Rate of ice accretion (estimated)","4","Ice melting or breaking up rapidly",,,,"Operational"
3156.00,"020032","Rate of ice accretion (estimated)","5-6","Reserved",,,,"Operational"
3157.00,"020032","Rate of ice accretion (estimated)","7","Missing value",,,,"Operational"
3158.00,"020033","Cause of ice accretion","1","Icing from ocean spray",,,,"Operational"
3159.00,"020033","Cause of ice accretion","2","Icing from fog",,,,"Operational"
3160.00,"020033","Cause of ice accretion","3","Icing from rain",,,,"Operational"
3161.00,"020033","Cause of ice accretion","All 4","Missing value",,,,"Operational"
3162.00,"020034","Sea ice concentration","0","No sea ice in sight",,,,"Operational"
3163.00,"020034","Sea ice concentration","1","Ship in open lead more than 1.0 nautical mile wide, or ship in fast ice with boundary beyond limit of visibility",,,,"Operational"
3164.00,"020034","Sea ice concentration","2","Sea ice present in concentrations less than 3/10 (3/8), open water or very open pack ice","Sea ice concentration is uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3165.00,"020034","Sea ice concentration","3","4/10 to 6/10 (3/8 to less than 6/8), open pack ice","Sea ice concentration is uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3166.00,"020034","Sea ice concentration","4","7/10 to 8/10 (6/8 to less than 7/8), close pack ice","Sea ice concentration is uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3167.00,"020034","Sea ice concentration","5","9/10 or more, but not 10/10 (7/8 to less than 8/8), very close pack ice","Sea ice concentration is uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3168.00,"020034","Sea ice concentration","6","Strips and patches of pack ice with open water between","Sea ice concentration is not uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3169.00,"020034","Sea ice concentration","7","Strips and patches of close or very close pack ice with areas of lesser concentration between","Sea ice concentration is not uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3170.00,"020034","Sea ice concentration","8","Fast ice with open water, very open or open pack ice to seaward of the ice boundary","Sea ice concentration is not uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3171.00,"020034","Sea ice concentration","9","Fast ice with close or very close pack ice to seaward of the boundary","Sea ice concentration is not uniform in the observation area","Ship in ice or within 0.5 nautical mile of ice edge",,"Operational"
3172.00,"020034","Sea ice concentration","10-13","Reserved",,,,"Operational"
3173.00,"020034","Sea ice concentration","14","Unable to report, because of darkness, lack of visibility, or because ship is more than 0.5 nautical mile away from ice edge",,,,"Operational"
3174.00,"020034","Sea ice concentration","15-30","Reserved",,,,"Operational"
3175.00,"020034","Sea ice concentration","31","Missing value",,,,"Operational"
3176.00,"020035","Amount and type of ice","0","No ice of land origin",,,,"Operational"
3177.00,"020035","Amount and type of ice","1","1-5 icebergs, no growlers or bergy bits",,,,"Operational"
3178.00,"020035","Amount and type of ice","2","6-10 icebergs, no growlers or bergy bits",,,,"Operational"
3179.00,"020035","Amount and type of ice","3","11-20 icebergs, no growlers or bergy bits",,,,"Operational"
3180.00,"020035","Amount and type of ice","4","Up to and including 10 growlers and bergy bits - no icebergs",,,,"Operational"
3181.00,"020035","Amount and type of ice","5","More than 10 growlers and bergy bits - no icebergs",,,,"Operational"
3182.00,"020035","Amount and type of ice","6","1-5 icebergs, with growlers and bergy bits",,,,"Operational"
3183.00,"020035","Amount and type of ice","7","6-10 icebergs, with growlers and bergy bits",,,,"Operational"
3184.00,"020035","Amount and type of ice","8","11-20 icebergs, with growlers and bergy bits",,,,"Operational"
3185.00,"020035","Amount and type of ice","9","More than 20 icebergs, with growlers and bergy bits - a major hazard to navigation",,,,"Operational"
3186.00,"020035","Amount and type of ice","10-13","Reserved",,,,"Operational"
3187.00,"020035","Amount and type of ice","14","Unable to report, because of darkness, lack of visibility or because only sea ice is visible",,,,"Operational"
3188.00,"020035","Amount and type of ice","15","Missing value",,,,"Operational"
3189.00,"020036","Ice situation","0","Ship in open water with floating ice in sight",,,,"Operational"
3190.00,"020036","Ice situation","1","Ship in easily penetrable ice; conditions improving",,,,"Operational"
3191.00,"020036","Ice situation","2","Ship in easily penetrable ice; conditions not changing",,,,"Operational"
3192.00,"020036","Ice situation","3","Ship in easily penetrable ice; conditions worsening",,,,"Operational"
3193.00,"020036","Ice situation","4","Ship in ice difficult to penetrate; conditions improving",,,,"Operational"
3194.00,"020036","Ice situation","5","Ship in ice difficult to penetrate; conditions not changing",,,,"Operational"
3195.00,"020036","Ice situation","6","Ship in ice difficult to penetrate and conditions worsening. Ice forming and floes freezing together",,,,"Operational"
3196.00,"020036","Ice situation","7","Ship in ice difficult to penetrate and conditions worsening. Ice under slight pressure",,,,"Operational"
3197.00,"020036","Ice situation","8","Ship in ice difficult to penetrate and conditions worsening. Ice under moderate or severe pressure",,,,"Operational"
3198.00,"020036","Ice situation","9","Ship in ice difficult to penetrate and conditions worsening. Ship beset",,,,"Operational"
3199.00,"020036","Ice situation","10-29","Reserved",,,,"Operational"
3200.00,"020036","Ice situation","30","Unable to report, because of darkness or lack of visibility",,,,"Operational"
3201.00,"020036","Ice situation","31","Missing value",,,,"Operational"
3202.00,"020037","Ice development","0","New ice only (frazil ice, grease ice, slush, shuga)",,,,"Operational"
3203.00,"020037","Ice development","1","Nilas or ice rind, less than 10 cm thick",,,,"Operational"
3204.00,"020037","Ice development","2","Young ice (grey ice, grey-white ice), 10-30 cm thick",,,,"Operational"
3205.00,"020037","Ice development","3","Predominantly new and/or young ice with some first-year ice",,,,"Operational"
3206.00,"020037","Ice development","4","Predominantly thin first-year ice with some new and/or young ice",,,,"Operational"
3207.00,"020037","Ice development","5","All thin first-year ice (30-70 cm thick)",,,,"Operational"
3208.00,"020037","Ice development","6","Predominantly medium first-year ice (70-120 cm thick) and thick first-year ice (>120 cm thick) with some thinner (younger) first-year ice",,,,"Operational"
3209.00,"020037","Ice development","7","All medium and thick first-year ice",,,,"Operational"
3210.00,"020037","Ice development","8","Predominantly medium and thick first-year ice with some old ice (usually more than 2 metres thick)",,,,"Operational"
3211.00,"020037","Ice development","9","Predominantly old ice",,,,"Operational"
3212.00,"020037","Ice development","10-29","Reserved",,,,"Operational"
