"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
3749.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"030021","Number of pixels per row","Number of pixels per row",,"Deprecated"
3750.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"030022","Number of pixels per column","Number of pixels per column",,"Deprecated"
3751.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"010002","Height","Orbit height",,"Deprecated"
3752.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"304036","Cloud coverage","All sky radiance cloud coverage",,"Deprecated"
3753.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"002152","Satellite instrument used in data processing","Satellite instrument used",,"Deprecated"
3754.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"002167","Radiance computational method","Radiance computational method",,"Deprecated"
3755.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"101011","Replicate 1 descriptor 11 times","Replication operator",,"Deprecated"
3756.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"304035","All sky radiance data","All sky radiance data",,"Deprecated"
3757.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"301071","Satellite identifier/Generating resolution","Product information",,"Operational"
3758.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"301011","Year, month, day","Date",,"Operational"
3759.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"301013","Hour, minute, second","Time",,"Operational"
3760.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"301021","Latitude/longitude (high accuracy)","Latitude / longitude",,"Operational"
3761.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"030021","Number of pixels per row","Number of pixels per row",,"Operational"
3762.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"030022","Number of pixels per column","Number of pixels per column",,"Operational"
3763.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"010002","Height","Orbit height",,"Operational"
3764.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"304036","Cloud coverage","All sky radiance cloud coverage",,"Operational"
3765.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"002152","Satellite instrument used in data processing","Satellite instrument used",,"Operational"
3766.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"002167","Radiance computational method","Radiance computational method",,"Operational"
3767.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"101011","Replicate 1 descriptor 11 times","Replication operator",,"Operational"
3768.00,"10","Vertical sounding sequences (satellite data)","310028","(All sky radiance product main sequence)",,"304037","All sky radiance data","All sky radiance data",,"Operational"
3769.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"110000","Delayed replication of 10 descriptors","Delayed replication",,"Operational"
3770.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"031001","Delayed descriptor replication factor",,,"Operational"
3771.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"201138","Change data width","Change data width",,"Operational"
3772.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"202130","Change scale","Change scale",,"Operational"
3773.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"007004","Pressure","Pressure",,"Operational"
3774.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"007004","Pressure","Pressure",,"Operational"
3775.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"202000","Change scale","Cancel operator",,"Operational"
3776.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"201000","Change data width","Cancel operator",,"Operational"
3777.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"015020","Integrated ozone density","Integrated ozone density",,"Operational"
3778.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"010002","Height","Height",,"Operational"
3779.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"012101","Temperature/air temperature","Temperature",,"Operational"
3780.00,"10","Vertical sounding sequences (satellite data)","310029","(Layer, ozone, height, temperature and water vapour)",,"013098","Integrated water vapour density","Integrated water vapour density",,"Operational"
3781.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"310022","Satellite identifier, instrument and product type","Satellite identification, product type",,"Operational"
3782.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"301011","Year, month, day","Date",,"Operational"
3783.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"301013","Hour, minute, second","Time",,"Operational"
3784.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"301021","Latitude/longitude (high accuracy)","Latitude/longitude",,"Operational"
3785.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"304034","Latitude/longitude, solar elevation, number of layers","Latitude/longitude, solar elevation, number of layers",,"Operational"
3786.00,"10","Vertical sounding sequences (satellite data)","310030","(MIPAS or GOMOS instruments reporting)",,"310029","Layer, ozone, height, temperature and water vapour","Layer, ozone, height, temperature and water vapour",,"Operational"
3787.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"310051","Satellite position and instrument temperatures","Satellite position and instrument temperatures",,"Operational"
3788.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"310052","Satellite instrument type and position","Satellite instrument type and position (AIRS)",,"Operational"
3789.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
3790.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"031002","Extended delayed descriptor replication factor","Extended delayed descriptor replication factor",,"Operational"
3791.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"310053","Satellite channels and brightness temperatures with expanded channel set","Satellite channels and brightness temperatures with expanded channel set (AIRS)",,"Operational"
3792.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"101004","Replicate 1 descriptor 4 times","Replicate 1 descriptor 4 times",,"Operational"
3793.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"310054","Satellite visible channels and albedos with expanded channel set","Satellite visible channels and albedos with expanded channel set",,"Operational"
3794.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"020010","Cloud cover (total)","Cloud cover (total)",,"Operational"
3795.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"310052","Satellite instrument type and position","Satellite instrument type and position (AMSU-A)",,"Operational"
3796.00,"10","Vertical sounding sequences (satellite data)","310050","(Satellite collocated 1C reports with 3 instruments)",,"101015","Replicate 1 descriptor 15 times","Replicate 1 descriptor 15 times",,"Operational"
