"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
2311.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Temperature and humidity","B12103","Dewpoint temperature","Dew-point temperature (sc. 2)     snTdTdTd",,"Operational"
2312.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Temperature and humidity","B13003","Relative humidity","Relative humidity",,"Operational"
2313.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Temperature and humidity","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (set to missing to cancel the previous value)",,"Operational"
2314.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Visibility","B20001","Horizontal visibility","Horizontal visibility     VV",,"Operational"
2315.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Cloud data","D02004","General cloud information","Cloud cover (total) N   If N = 9, then B 20 010 = 113%, if N = /, then B 20 010 = missing.   Vertical significance   If CL are observed, then B 08 002 = 7 (low cloud), if CL are not observed and CM are observed, then B 08 002 = 8 (middle cloud), if only CH are observed, B 08 002 = 0, if N = 9, then B 08 002 = 5, if N = 0, then B 08 002 = 62, if N = /, then B 08 002 = missing.   Cloud amount (of low or middle clouds) Nh   If N = 0, then B 20 011 = 0, if N = 9, then B 20 011 = 9, if N = /, then B 20 011 = missing.   Height of base of cloud h (continued)   If N = 0 or /, then B 20 013 = missing.   Cloud type (low clouds) CL   B 20 012 = CL + 30, if N = 0, then B 20 012 = 30,   if N = 9 or /, then B 20 012 = 62.   Cloud type (middle clouds) CM   B 20 012 = CM + 20, if N = 0, then B 20 012 = 20, if N = 9 or / or CM = /, then B 20 012 = 61.   Cloud type (high clouds) CH   B 20 012 = CH + 10, if N = 0, then B 20 012 = 10, if N = 9 or / or CH = /, then B 20 012 = 60.",,"Operational"
2316.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Cloud data","R01000","Delayed replication descriptor","Delayed replication of the next 1 descriptor",,"Operational"
2317.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Cloud data","D02005","Cloud layer","Vertical significance   In any Cb layer, B 08 002 = 4 , else: in the first replication: if N = 9, then B 08 002 = 5, if N = /, then B 08 002 = missing, else B 08 002 = 1; in the other replications B 08 002 = 2, 3, 4.   Cloud amount Ns   In the first replication: If N = /, then B 20 011 = missing, else B 20 011 = Ns; in the other replications B 20 011 = Ns.   Cloud type C   if N = 9 or /, then B 20 012 = missing, else B 20 012 = C.   Height of base of cloud hshs",,"Operational"
2318.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Present and past weather","B20003","Present weather","Present weather     ww",,"Operational"
2319.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Present and past weather","B04024","Time period or displacement","Time period At 00, 06, 12, 18 UTC = -6.  At 03, 09,15, 21 UTC = -3.",,"Operational"
2320.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Present and past weather","B20004","Past weather (1)","Past weather (1)     W1",,"Operational"
2321.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Present and past weather","B20005","Past weather (2)","Past weather (2)     W2",,"Operational"
2322.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Evaporation","B04024","Time period or displacement","Time period in hours = -24",,"Operational"
2323.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Evaporation","B02004","Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported","Type of instrument for evaporation or crop type for evapotranspiration iE",,"Operational"
2324.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Evaporation","B13033","Evaporation/evapotranspiration","Evaporation /evapotranspiration     EEE",,"Operational"
2325.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Sunshine","R02002","Replicate 2 descriptors 2 times","Replicate next 2 descriptors 2 times",,"Operational"
2326.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Sunshine","B04024","Time period or displacement","Time period in hours  In the first replication = -24, in the second replication = - 1.",,"Operational"
2327.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Sunshine","B14031","Total sunshine","Total sunshine in minutes  In the first replication SSS  in the second replication SS",,"Operational"
2328.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Precipitation","R02002","Replicate 2 descriptors 2 times","Replicate next 2 descriptors 2 times",,"Operational"
2329.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Precipitation","B04024","Time period or displacement","Time period in hours     tR",,"Operational"
2330.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Precipitation","B13011","Total precipitation/total water equivalent","Total precipitation RRR  no precipitation = 0  trace = -0.1",,"Operational"
2331.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Extreme temperatures","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (for temperature measurement)",,"Operational"
2332.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Extreme temperatures","B04024","Time period or displacement","Time period in hours = -12",,"Operational"
2333.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Extreme temperatures","B12111","Maximum temperature, at height and over period specified","Maximum temperature at height and over period specified     snTxTxTx",,"Operational"
2334.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Extreme temperatures","B04024","Time period or displacement","Time period in hours = -12",,"Operational"
2335.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Extreme temperatures","B12112","Minimum temperature, at height and over period specified","Minimum temperature at height and over period specified     snTnTnTn",,"Operational"
2336.00,"07","Surface report sequences (land)","D07088","(""Period"" parameters of sequence 3 07 089)","Wind data","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (for wind measurement)",,"Operational"
